('Voo Air France 358', 1621009936, 'https://www.dailymotion.com/video/x80k5vb', 61148283, 61148312, 0, '', 'Lucasoliveira653', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Voo_Air_France_358', 'request_id': 'e264a000-7324-490f-89ad-67064b9deaff', 'id': '743d7b6e-2b64-497f-af78-36beeb91acb7', 'dt': '2021-05-14T16:32:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180728557}, 'id': 105724947, 'type': 'edit', 'namespace': 0, 'title': 'Voo Air France 358', 'comment': '', 'timestamp': 1621009936, 'user': 'Lucasoliveira653', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6862, 'new': 7057}, 'revision': {'old': 61148283, 'new': 61148312}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www.dailymotion.com/video/x80k5vb'})
('Midway Mall', 1621010507, 'https://web.archive.org/web/20080412143803/http://tribunadonorte.com.br/noticia.php?id=72581', 61040929, 61148368, 0, 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'Raphaela M Monteiro', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Midway_Mall', 'request_id': '960157c4-513d-4e9f-a6a6-c22b617969b5', 'id': 'a96a6382-a79f-498c-9c85-5f70e3156091', 'dt': '2021-05-14T16:41:47Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180746221}, 'id': 105725087, 'type': 'edit', 'namespace': 0, 'title': 'Midway Mall', 'comment': 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'timestamp': 1621010507, 'user': 'Raphaela M Monteiro', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6589, 'new': 6584}, 'revision': {'old': 61040929, 'new': 61148368}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'url': 'https://web.archive.org/web/20080412143803/http://tribunadonorte.com.br/noticia.php?id=72581'})
('Midway Mall', 1621010507, 'https://web.archive.org/web/20090515154923/http://tribunadonorte.com.br/territoriolivre/post/midway-mall-devera-passar-por-nova-ampliacao/', 61040929, 61148368, 0, 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'Raphaela M Monteiro', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Midway_Mall', 'request_id': '960157c4-513d-4e9f-a6a6-c22b617969b5', 'id': 'a96a6382-a79f-498c-9c85-5f70e3156091', 'dt': '2021-05-14T16:41:47Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180746221}, 'id': 105725087, 'type': 'edit', 'namespace': 0, 'title': 'Midway Mall', 'comment': 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'timestamp': 1621010507, 'user': 'Raphaela M Monteiro', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6589, 'new': 6584}, 'revision': {'old': 61040929, 'new': 61148368}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Acrescentei algumas pausas necessárias através de vírgulas e travessões.', 'url': 'https://web.archive.org/web/20090515154923/http://tribunadonorte.com.br/territoriolivre/post/midway-mall-devera-passar-por-nova-ampliacao/'})
('Mucugê', 1621010577, 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuge|título=Candidatos', 60485124, 61148375, 0, 'Nova prefeita eleita', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mucug%C3%AA', 'request_id': 'db9859a7-a53e-4ad3-845a-266a4678b85e', 'id': 'c867ccd2-2431-45b7-bc50-63c9e31c1d1e', 'dt': '2021-05-14T16:42:57Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180748538}, 'id': 105725109, 'type': 'edit', 'namespace': 0, 'title': 'Mucugê', 'comment': 'Nova prefeita eleita', 'timestamp': 1621010577, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 12468, 'new': 12656}, 'revision': {'old': 60485124, 'new': 61148375}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Nova prefeita eleita', 'url': 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuge|título=Candidatos'})
('Mucugê', 1621010598, 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuge|título=Candidatos', 61148375, 61148380, 0, '', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mucug%C3%AA', 'request_id': '63377efe-9867-4bd9-a7fc-66cb9818b8f8', 'id': '6eb80d25-a525-4745-9bc1-e456e84b708a', 'dt': '2021-05-14T16:43:18Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180749103}, 'id': 105725120, 'type': 'edit', 'namespace': 0, 'title': 'Mucugê', 'comment': '', 'timestamp': 1621010598, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 12656, 'new': 12657}, 'revision': {'old': 61148375, 'new': 61148380}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mucuge|título=Candidatos'})
('Enéas Carneiro', 1621010616, 'https://www1.folha.uol.com.br/fsp/brasil/fc21079817.htm|título=Campeão', 60909386, 61148382, 0, '', 'EmanoelRibeiroOficial', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/En%C3%A9as_Carneiro', 'request_id': '490772df-5b6d-41ec-b8a6-907954962b34', 'id': '2ac16d26-ea75-443e-be78-d22aca619004', 'dt': '2021-05-14T16:43:36Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180749802}, 'id': 105725122, 'type': 'edit', 'namespace': 0, 'title': 'Enéas Carneiro', 'comment': '', 'timestamp': 1621010616, 'user': 'EmanoelRibeiroOficial', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 35945, 'new': 36141}, 'revision': {'old': 60909386, 'new': 61148382}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www1.folha.uol.com.br/fsp/brasil/fc21079817.htm|título=Campeão'})
('Usuário:Liquet/Otaku', 1621010637, 'https://web.archive.org/web/20140314144838/http://web-japan.org/trends/business/bus050830.html', 61147917, 61148384, 2, '', 'Liquet', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Otaku', 'request_id': '08b62111-0788-4133-83f3-e68fa060e104', 'id': '7bd9fe04-1eef-4ddb-8eb4-a457e84e5b7b', 'dt': '2021-05-14T16:43:57Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180750189}, 'id': 105725132, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Otaku', 'comment': '', 'timestamp': 1621010637, 'user': 'Liquet', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 29838, 'new': 29839}, 'revision': {'old': 61147917, 'new': 61148384}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://web.archive.org/web/20140314144838/http://web-japan.org/trends/business/bus050830.html'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://favy-jp.com/topics/1702', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://favy-jp.com/topics/1702'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://forumtauripress.com/wp-content/uploads/2020/04/Global_Perspectives_issue_3_web.pdf', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://forumtauripress.com/wp-content/uploads/2020/04/Global_Perspectives_issue_3_web.pdf'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://en.japantravel.com/tokyo/butlers-cafe-shibuya-tokyo/4239', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://en.japantravel.com/tokyo/butlers-cafe-shibuya-tokyo/4239'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.anime-expo.org/2018/12/17/now-accepting-applications-2019-maid-butler-cafe/', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.anime-expo.org/2018/12/17/now-accepting-applications-2019-maid-butler-cafe/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.excite.co.jp/news/article/AnimagePlus_anime_29404/', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.excite.co.jp/news/article/AnimagePlus_anime_29404/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://slate.com/human-interest/2010/08/butlers-cafe-taps-into-a-common-fantasy-among-japanese-women.html', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://slate.com/human-interest/2010/08/butlers-cafe-taps-into-a-common-fantasy-among-japanese-women.html'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.butlers-cafe.jp/', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.butlers-cafe.jp/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://web.archive.org/web/20190327233924/http://www.butlerscafe.com/', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://web.archive.org/web/20190327233924/http://www.butlerscafe.com/'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.youtube.com/watch?v=8DFOuyGwOUU', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.youtube.com/watch?v=8DFOuyGwOUU'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.youtube.com/watch?v=kAj_DAkX_Ko', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.youtube.com/watch?v=kAj_DAkX_Ko'})
('Usuário:Liquet/Testes/Variedades 6', 1621010693, 'https://www.youtube.com/watch?v=JJsSoaomZSw', 60805981, 61148385, 2, 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_6', 'request_id': '40a40908-1164-49c2-8450-e4082e56a891', 'id': '6c2badb3-6fa8-47a6-9a10-64cb240f3f97', 'dt': '2021-05-14T16:44:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752082}, 'id': 105725140, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 6', 'comment': 'Criada por tradução da página "[[:en:Special:Redirect/revision/1016791794|Butler café]]"', 'timestamp': 1621010693, 'user': 'Keijuu', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2285, 'new': 17292}, 'revision': {'old': 60805981, 'new': 61148385}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Criada por tradução da página &quot;<a href="https://en.wikipedia.org/wiki/Special:Redirect/revision/1016791794" class="extiw" title="en:Special:Redirect/revision/1016791794">Butler café</a>&quot;', 'url': 'https://www.youtube.com/watch?v=JJsSoaomZSw'})
('GloboNews', 1621010706, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 61121138, 61148389, 0, '/* Programação */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/GloboNews', 'request_id': '3510d4fb-7a76-445c-83a1-4710516f7ac5', 'id': '6b919463-6974-48ff-a021-10fa7141e902', 'dt': '2021-05-14T16:45:06Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180752680}, 'id': 105725145, 'type': 'edit', 'namespace': 0, 'title': 'GloboNews', 'comment': '/* Programação */', 'timestamp': 1621010706, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 52901, 'new': 53370}, 'revision': {'old': 61121138, 'new': 61148389}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/GloboNews#Programação" title="GloboNews">→\u200eProgramação</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
