('Voo Air France 358', 1621009936, 'https://www.dailymotion.com/video/x80k5vb', 61148283, 61148312, 0, '', 'Lucasoliveira653', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Voo_Air_France_358', 'request_id': 'e264a000-7324-490f-89ad-67064b9deaff', 'id': '743d7b6e-2b64-497f-af78-36beeb91acb7', 'dt': '2021-05-14T16:32:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180728557}, 'id': 105724947, 'type': 'edit', 'namespace': 0, 'title': 'Voo Air France 358', 'comment': '', 'timestamp': 1621009936, 'user': 'Lucasoliveira653', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6862, 'new': 7057}, 'revision': {'old': 61148283, 'new': 61148312}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www.dailymotion.com/video/x80k5vb'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20201212161122/https://www.youtube.com/watch?v=2IZd9PEsNl4', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20201212161122/https://www.youtube.com/watch?v=2IZd9PEsNl4'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20201212161122/https://www.youtube.com/watch?v=2IZd9PEsNl4', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20201212161122/https://www.youtube.com/watch?v=2IZd9PEsNl4'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://www.youtube.com/watch?v=8rz4i8CSYdI', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://www.youtube.com/watch?v=8rz4i8CSYdI'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20201022002354/https://www.gematsu.com/2020/09/death-come-true-interview-with-director-kazutaka-kodaka', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20201022002354/https://www.gematsu.com/2020/09/death-come-true-interview-with-director-kazutaka-kodaka'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20160505151829/http://www.4gamer.net/games/251/G025118/20150919012/', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20160505151829/http://www.4gamer.net/games/251/G025118/20150919012/'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20150911230839/http://www.siliconera.com/2014/08/19/danganronpa-another-episode-familiar-faces-murder-mystery-games/', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20150911230839/http://www.siliconera.com/2014/08/19/danganronpa-another-episode-familiar-faces-murder-mystery-games/'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://www.amazon.co.jp/dp/4758009279', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://www.amazon.co.jp/dp/4758009279'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20160828130307/http://www.nbcuni.co.jp/rondorobe/anime/danganronpa/contents/hp0008/index00100000.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20160828130307/http://www.nbcuni.co.jp/rondorobe/anime/danganronpa/contents/hp0008/index00100000.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://prtimes.jp/main/html/rd/p/000002706.000016064.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://prtimes.jp/main/html/rd/p/000002706.000016064.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://www.cbr.com/danganronpa-characters-best-intelligence/|publicado=', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://www.cbr.com/danganronpa-characters-best-intelligence/|publicado='})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20200412110227/https://animeanime.jp/article/2020/04/09/52831.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20200412110227/https://animeanime.jp/article/2020/04/09/52831.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20210121213300/https://www.koi-nya.net/2015/03/14/el-desarrollador-kazutaka-kodaka-habla-sobre-la-creacion-de-danganronpa/', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20210121213300/https://www.koi-nya.net/2015/03/14/el-desarrollador-kazutaka-kodaka-habla-sobre-la-creacion-de-danganronpa/'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://dengekionline.com/elem/000/000/360/360827/index-4.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://dengekionline.com/elem/000/000/360/360827/index-4.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://kotaku.com/danganronpa-zero-is-the-ultimate-danganronpa-novel-1633849483', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://kotaku.com/danganronpa-zero-is-the-ultimate-danganronpa-novel-1633849483'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20200806014734/https://www.gamesradar.com/danganronpa-outgrew-gameplay-and-shifted-to-anime-for-its-final-act/', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20200806014734/https://www.gamesradar.com/danganronpa-outgrew-gameplay-and-shifted-to-anime-for-its-final-act/'})
